353622566449184769,14,8,1997,1
314252850085625857,10,6,6969,1
824931652668489779,25,10,6969,1
480419155787513867,12,7,6969,1
640700889903923231,23,12,1986,1
810167273692200991,21,11,6969,1
213269742973091840,14,12,6969,1
507687223072653313,4,4,2002,1
238804750458552322,3,5,6969,1
